titulo_documento_origem,titulo_documento_destino,Recomendacoes
Barcelona - Curso de Fotografia ,Parque Ecológico Vila Pinho,1
Belo Horizonte - Decoração de Natal da Praça da Liberdade,Parque Ecológico Vila Pinho,1
Revelando a Foto - Futebol Americano em BH,Parque Ecológico Vila Pinho,1
Revelando a Foto - Praça Minas Gerais em Mariana,Parque Ecológico da Lagoa da Jansen,2
Porque Gostamos de Voar pela LAN,Parque Ecológico da Serra Negra,1
Dicas - Como se Comportar em Habitats de Ursos,Parque Ecológico da Serra de Jaraguá,2
Bariloche - Cervejaria Antares,Parque Ecológico da Serra de Jaraguá,1
Bariloche - Post Índice,Parque Ecológico da Serra de Jaraguá,1
Bariloche - Um Hotel de Encher os Olhos,Parque Ecológico da Serra de Jaraguá,1
Frutillar - Cidade Musical,Parque Ecológico da Serra de Jaraguá,1
Revelando a Foto - Denali Park Road,Parque Ecológico de Sinop,3
Revelando a Foto - Parque das Aves,Parque Ecológico de Sinop,3
Chile - Não Durma no Voo,Parque Ecológico de Sinop,2
Revelando a Foto - Lago do Tauá Grande Hotel de Araxá,Parque Ecológico de Sinop,2
Revelando a Foto - Yellowstone National Park,Parque Ecológico de Sinop,2
Aplicativo - The Weather Channel - Previsão Meteorológica ,Parque Ecológico de São Carlos,2
Blogagem Coletiva - 12 Posts Especiais de 2012,Parque Ecológico de São Carlos,2
Do Chile a Argentina sob Cinzas Vulcânicas,Parque Ecológico de São Carlos,2
Revelando a Foto - Coiote no Yellowstone National Park,Parque Ecológico de São Carlos,2
Revelando a Foto - Delicate Arch,Parque Ecológico de São Carlos,2
Revelando a Foto - Schwabacher Landing,Parque Ecológico de Águas Claras,3
Parque Nacional Lanín - Passeando entre Lagos e o Vulcão Lanín,Parque Ecológico de Águas Claras,2
Revelando a Foto - Flores no Epcot,Parque Ecológico de Águas Claras,2
Barreirinhas - Restaurante Barlavento,Parque Ecológico de Águas Claras,2
Revelando a Foto - Mesa Arch,Parque Ecológico de Águas Claras,1
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Ecológico do Cortado,1
Parque Estadual do Rio Preto - O Que Fazer?,Parque Ecológico do Cortado,1
Parque Estadual do Rio Preto - Trilha do Cerrado,Parque Ecológico do Cortado,1
Quando ir para a Islândia,Parque Ecológico do Cortado,1
Revelando a Foto - Flores no Epcot,Parque Ecológico do Cortado,1
Aparecida - Sala das Promessas,Parque Ecológico do Paredão,1
Parque Estadual do Rio Preto - O Que Fazer?,Parque Ecológico do Paredão,1
Revelando a Foto - Parc Guell,Parque Ecológico do Paredão,1
Santiago - Restaurante Aquí Está Coco,Parque Ecológico do Paredão,1
Revelando a Foto - Basílica de Nossa Senhora Aparecida,Parque Ecológico e Cultural Professor Marcos Mazzoni,4
Revelando a Foto - Silhueta nos Lençóis Maranhenses,Parque Ecológico e Cultural Professor Marcos Mazzoni,4
Revelando a Foto - Frutillar,Parque Ecológico e Cultural Professor Marcos Mazzoni,3
Revelando a Foto - Ninho do Pássaro,Parque Ecológico e Cultural Professor Marcos Mazzoni,2
São Paulo - Hotel Quality Suites Oscar Freire,Parque Ecológico e Cultural Professor Marcos Mazzoni,2
Belo Horizonte - Caminhada da Lua Cheia,Parque Escola Jardim Belmonte,4
Seward Highway - Alaska Wildlife Conservation Center,Parque Escola Jardim Belmonte,4
São Luís - Centro Histórico em Festa,Parque Escola Jardim Belmonte,4
Puerto Montt - Diversão para as Crianças,Parque Escola Jardim Belmonte,4
Revelando a Foto - Galeria Adriana Varejão,Parque Escola Jardim Belmonte,3
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual Alto Cariri,11
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual Alto Cariri,7
Parque Estadual do Rio Preto - Trilha do Cerrado,Parque Estadual Alto Cariri,6
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual Alto Cariri,5
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual Alto Cariri,4
Frutillar - Em Preto e Branco,Parque Estadual Caminho dos Gerais,2
Revelando a Foto - Vulcão Osorno,Parque Estadual Caminho dos Gerais,2
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual Caminho dos Gerais,1
Jalapão - Cachoeira da Formiga,Parque Estadual Delta do Jacuí,17
Jalapão - Trilha na Serra do Espírito Santo,Parque Estadual Delta do Jacuí,16
São Luís - Centro de Cultura Popular Domingos Vieira Filho,Parque Estadual Delta do Jacuí,11
Jalapão - Passeio pelas Dunas,Parque Estadual Delta do Jacuí,10
Revelando a Foto - Pôr do Sol no Jalapão,Parque Estadual Delta do Jacuí,7
Serra do Cipó - Trilha para Cachoeira da Farofa,Parque Estadual Encontro das Águas,12
Parque Nacional Lanín - Passeando entre Lagos e o Vulcão Lanín,Parque Estadual Encontro das Águas,6
Parque Nacional Lanín - Navegando pelos Lagos Huechulafquen e Epulafquen,Parque Estadual Encontro das Águas,6
Região dos Lagos Chilenos - Lago Todos Los Santos e Isla Margarita,Parque Estadual Encontro das Águas,5
Bariloche - Cerro Tronador e Cascada los Alerces,Parque Estadual Encontro das Águas,4
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual Gruta da Lagoa Azul,6
"Saltos del Petrohué, linda paisagem da Região dos Lagos do Chile",Parque Estadual Guirá,4
Atacama - Tour do Vinho,Parque Estadual Guirá,2
Região dos Lagos Chilenos - Roteiro Volta ao Lago Llanquihue,Parque Estadual Guirá,2
Revelando a Foto - Arches National Park,Parque Estadual Guirá,2
Revelando a Foto - Delicate Arch,Parque Estadual Guirá,2
Revelando a Foto - Lençóis Maranhenses,Parque Estadual Marinho Banco do Tarol,5
Cinema no Rio - Levando a Sétima Arte às Comunidades Ribeirinhas do Rio São Francisco,Parque Estadual Marinho Banco do Tarol,4
Revelando a Foto - Laguna de Los Tres,Parque Estadual Marinho Banco do Tarol,4
Revelando a Foto - Metropolitan,Parque Estadual Marinho Banco do Tarol,4
Revelando a Foto - Romance em Fernando de Noronha,Parque Estadual Marinho Banco do Tarol,4
Bariloche - Restaurante La Lola,Parque Estadual Marinho Banco do Álvaro,1
"Cachoeira da Maçã, Bela Surpresa da Cabeça de Boi",Parque Estadual Marinho Banco do Álvaro,1
Revelando a Foto - Escadas da Sagrada Família,Parque Estadual Marinho Banco do Álvaro,1
Washington DC - Hotel Capital Hilton,Parque Estadual Marinho Banco do Álvaro,1
Kenai Fjords National Park - Trilha para o Harding Icefield,Parque Estadual Marinho do Parcel de Manuel Luís,3
Revelando a Foto - McWay Falls,Parque Estadual Marinho do Parcel de Manuel Luís,2
Revelando a Foto - Yellowstone National Park,Parque Estadual Marinho do Parcel de Manuel Luís,2
"Saltos del Petrohué, linda paisagem da Região dos Lagos do Chile",Parque Estadual Marinho do Parcel de Manuel Luís,2
"Cachoeira do Intancado, uma das Belezas da Cabeça de Boi",Parque Estadual Marinho do Parcel de Manuel Luís,1
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual Mata do Pau-Ferro,2
Curitiba - Artesanilo Café Bistrô,Parque Estadual Mata do Pau-Ferro,2
Curitiba - Hotel CWB Express,Parque Estadual Mata do Pau-Ferro,2
Curitiba - Mercearia Bresser,Parque Estadual Mata do Pau-Ferro,2
Curitiba - Vem Pro Abraço,Parque Estadual Mata do Pau-Ferro,2
"Cachoeira da Maçã, Bela Surpresa da Cabeça de Boi",Parque Estadual Nova Baden,6
"Cachoeira do Intancado, uma das Belezas da Cabeça de Boi",Parque Estadual Nova Baden,4
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual Nova Baden,3
Caeté - Serra da Piedade,Parque Estadual Nova Baden,2
Seward Highway - Alaska Wildlife Conservation Center,Parque Estadual Nova Baden,2
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual Serra Negra da Mantiqueira,9
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual Serra Negra da Mantiqueira,8
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual Serra Negra da Mantiqueira,7
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual Serra Negra da Mantiqueira,2
Parque Estadual do Rio Preto - Trilha do Cerrado,Parque Estadual Serra Negra da Mantiqueira,2
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual Serra da Candonga,15
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual Serra da Candonga,4
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual Serra da Candonga,4
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual Serra da Candonga,4
Kenai Fjords National Park - Passeio de Barco no Alasca,Parque Estadual Serra da Candonga,1
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual Serra de Santa Bárbara,4
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual Serra de Santa Bárbara,4
Revelando a Foto - Yellowstone National Park,Parque Estadual Serra de Santa Bárbara,4
Kenai Fjords National Park - Passeio de Barco no Alasca,Parque Estadual Serra de Santa Bárbara,2
Revelando a Foto - Bear Lake State Tabernacle,Parque Estadual Serra de Santa Bárbara,2
Serra do Cipó - Trilha para Cachoeira da Farofa,Parque Estadual Serra do Brigadeiro,17
Circuito W - A Chegada ao Parque Torres del Paine,Parque Estadual Serra do Brigadeiro,4
Kenai Fjords National Park - Trilha para o Harding Icefield,Parque Estadual Serra do Brigadeiro,2
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual Serra do Brigadeiro,1
Revelando a Foto - Animal Dentro de Jaula,Parque Estadual Serra do Intendente,4
Revelando a Foto - Vassouras,Parque Estadual Serra do Intendente,4
Tiradentes - Restaurante Archote Clube,Parque Estadual Serra do Intendente,4
Bariloche - Restaurante Jauja,Parque Estadual Serra do Intendente,2
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual Serra do Intendente,2
Revelando a Foto - Mesa Arch,Parque Estadual Telma Ortegal,6
Puerto Natales - Um descanso antes do Circuito W,Parque Estadual Telma Ortegal,5
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual Telma Ortegal,4
Frutillar - Museo Colonial Alemán,Parque Estadual Telma Ortegal,3
Quando ir para a Islândia,Parque Estadual Telma Ortegal,3
Porque Gostamos de Voar pela LAN,Parque Estadual Terra Ronca,1
Washington DC - Hotel Capital Hilton,Parque Estadual Terra Ronca,1
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual Verde Grande,2
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual Verde Grande,1
Revelando a Foto - Grand Canyon National Park,Parque Estadual Verde Grande,1
Kenai Fjords National Park - Passeio de Barco no Alasca,Parque Estadual Veredas do Peruaçu,18
Parque Estadual do Rio Preto - Trilha do Cerrado,Parque Estadual Veredas do Peruaçu,16
Parque Estadual do Rio Preto - O Que Fazer?,Parque Estadual Veredas do Peruaçu,16
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual Veredas do Peruaçu,11
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual Veredas do Peruaçu,8
Barreirinhas - Passeio de Voadeira pelo Rio Preguiças,Parque Estadual da Lagoa do Cajueiro,7
Vassouras - Pequenos Lençóis,Parque Estadual da Lagoa do Cajueiro,7
Lençóis Maranhenses - Post Índice,Parque Estadual da Lagoa do Cajueiro,2
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual da Lagoa do Cajueiro,1
Caburé - Almoço na Pousada do Paulo,Parque Estadual da Lagoa do Cajueiro,1
Fernando de Noronha - Ilha Tour,Parque Estadual da Serra Azul,2
Namíbia - Roteiro,Parque Estadual da Serra Azul,2
Revelando a Foto - Barco no Lago Espejo Chico,Parque Estadual da Serra Azul,2
Revelando a Foto - Inspiration Point no Bryce Canyon,Parque Estadual da Serra Dourada,2
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual da Serra Negra,6
Bariloche - Restaurante Jauja,Parque Estadual da Serra Negra,3
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual da Serra Negra,3
Islândia - Como Dirigir,Parque Estadual da Serra Negra,3
Revelando a Foto - Animal Dentro de Jaula,Parque Estadual da Serra Negra,3
,Parque Estadual da Serra da Boa Esperança,2
Revelando a Foto - Riacho do Glaciar Huemul,Parque Estadual da Serra da Boa Esperança,1
Santiago - Restaurante Aquí Está Coco,Parque Estadual da Serra da Boa Esperança,1
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual da Serra de Caldas Novas,5
Revelando a Foto - Denali Park Road,Parque Estadual da Serra de Caldas Novas,2
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual da Serra de Ricardo Franco,20
Seward - Alaska SeaLife Center,Parque Estadual da Serra de Ricardo Franco,4
Revelando a Foto - Grand Canyon National Park,Parque Estadual da Serra de Ricardo Franco,3
"Cachoeira da Maçã, Bela Surpresa da Cabeça de Boi",Parque Estadual da Serra de Ricardo Franco,2
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual da Serra de Ricardo Franco,2
Parque Estadual do Rio Preto - O Que Fazer?,Parque Estadual da Serra do Cabral,72
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual da Serra do Cabral,62
Parque Estadual do Rio Preto - Trilha do Cerrado,Parque Estadual da Serra do Cabral,54
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual da Serra do Cabral,24
Parque Nacional Lanín - Navegando pelos Lagos Huechulafquen e Epulafquen,Parque Estadual da Serra do Cabral,21
Jalapão - Capim Dourado,Parque Estadual da Serra do Ouro Branco,15
Revelando a Foto - Praça Minas Gerais em Mariana,Parque Estadual da Serra do Ouro Branco,12
Catas Altas - Um Passeio Pela Cidade e Região,Parque Estadual da Serra do Ouro Branco,11
São Luís - Um Olhar Fotográfico pelo Centro Histórico,Parque Estadual da Serra do Ouro Branco,11
Revelando a Foto - Namoradeira em Tiradentes,Parque Estadual da Serra do Ouro Branco,8
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual da Serra do Rola-Moça,4
Islândia - Roteiro,Parque Estadual da Serra do Rola-Moça,4
Revelando a Foto - Yellowstone National Park,Parque Estadual da Serra do Rola-Moça,2
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual da Serra do Rola-Moça,1
Revelando a Foto - Polarizador no Riacho do Glaciar Huemul,Parque Estadual das Grandes Árvores de Calaveras,3
Puerto Octay - Restaurante Rancho Espantapájaros,Parque Estadual das Grandes Árvores de Calaveras,2
Revelando a Foto - Glacier Point no Yosemite,Parque Estadual das Grandes Árvores de Calaveras,2
Revelando a Foto - McWay Falls,Parque Estadual das Grandes Árvores de Calaveras,2
Revelando a Foto - Pôr do Sol no Yellowstone,Parque Estadual das Grandes Árvores de Calaveras,2
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual de Botumirim,2
Quando ir para a Islândia,Parque Estadual de Botumirim,2
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual de Botumirim,1
Revelando a Foto - Delicate Arch,Parque Estadual de Botumirim,1
Revelando a Foto - McWay Falls,Parque Estadual de Botumirim,1
Dicas - Como se Comportar em Habitats de Ursos,Parque Estadual de Dois Irmãos,2
Fernando de Noronha - Parque Nacional Marinho,Parque Estadual de Dois Irmãos,2
Frutillar - Museo Colonial Alemán,Parque Estadual de Dois Irmãos,2
Revelando a Foto - Coiote no Yellowstone National Park,Parque Estadual de Dois Irmãos,2
Revelando a Foto - McWay Falls,Parque Estadual de Dois Irmãos,2
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual de Grão Mogol,7
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual de Grão Mogol,4
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual de Grão Mogol,2
Caeté - Serra da Piedade,Parque Estadual de Grão Mogol,2
Parque Estadual do Rio Preto - O Que Fazer?,Parque Estadual de Grão Mogol,2
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual de Paracatu,2
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual de Paracatu,2
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual de Paracatu,1
Kenai Fjords National Park - Trilha para o Harding Icefield,Parque Estadual de Paracatu,1
Namíbia - Roteiro,Parque Estadual de Paracatu,1
Revelando a Foto - Yellowstone National Park,Parque Estadual de Paraúna,1
Blogueiros Por Minas - Parque Estadual do Rio Preto,Parque Estadual de Serra Nova e Talhado,2
Fernando de Noronha - Parque Nacional Marinho,Parque Estadual de Serra Nova e Talhado,2
Região dos Lagos Chilenos - Lago Todos Los Santos e Isla Margarita,Parque Estadual de Serra Nova e Talhado,2
Revelando a Foto - Barco no Lago Espejo Chico,Parque Estadual de Serra Nova e Talhado,1
Revelando a Foto - Ninho do Pássaro,Parque Estadual de Serra Nova e Talhado,1
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual de Sete Salões,2
Revelando a Foto - Navajo Lake,Parque Estadual de Sete Salões,1
Parque Estadual do Rio Preto - Trilha do Cerrado,Parque Estadual de Águas Lindas,4
Revelando a Foto - Ninho do Pássaro,Parque Estadual de Águas Lindas,3
Revelando a Foto - McWay Falls,Parque Estadual de Águas Lindas,3
Revelando a Foto - Flores no Epcot,Parque Estadual de Águas Lindas,2
Revele sua Foto - O Dragão e a Montanha,Parque Estadual de Águas Lindas,2
Bariloche - Cerro Campanario,Parque Estadual do Araguaia,4
De Anchorage ao Denali - Dirigindo pela Alaska Highway 3,Parque Estadual do Araguaia,2
Parque Estadual do Rio Preto - O Que Fazer?,Parque Estadual do Araguaia,2
Parque Estadual do Rio Preto - Trilha do Cerrado,Parque Estadual do Araguaia,2
Revelando a Foto - Polarizador no Riacho do Glaciar Huemul,Parque Estadual do Araguaia,2
Belo Horizonte - Memorial Minas Gerais - Vale,Parque Estadual do Bacanga,2
"Saltos del Petrohué, linda paisagem da Região dos Lagos do Chile",Parque Estadual do Bacanga,2
Washington DC - Cemitério de Arlington,Parque Estadual do Bacanga,2
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual do Biribiri,8
Região dos Lagos Chilenos - Lago Todos Los Santos e Isla Margarita,Parque Estadual do Biribiri,5
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual do Biribiri,3
Belo Horizonte - Restaurante Maria das Tranças,Parque Estadual do Biribiri,2
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual do Biribiri,2
Blogueiros Por Minas - Parque Estadual do Rio Doce,Parque Estadual do Cristalino,4
Parque Estadual do Rio Preto - Como Planejar sua Viagem,Parque Estadual do Cristalino,4
Bariloche - Isla Victoria y Bosque de Arrayanes,Parque Estadual do Cristalino,2
Inhotim - Em Busca da Flor Cadáver,Parque Estadual do Cristalino,2
Kenai Fjords National Park - Trilha do Exit Glacier,Parque Estadual do Cristalino,2
Dicas - Como se Comportar em Habitats de Ursos,Parque Estadual do Ibitipoca,6
Parque Nacional Lanín - Navegando pelos Lagos Huechulafquen e Epulafquen,Parque Estadual do Ibitipoca,6
Kenai Fjords National Park - Trilha do Exit Glacier,Parque Estadual do Ibitipoca,4
